q1	q2	q3	q4	q1d	q2d	q3d	q4d	q1dd	q2dd	q3dd	q4dd	tau1	tau2	tau2	tau4
0.0159	0.2224	-0.6084	0.0336	-0.0073	-0.0058	0.0444	-0.0114	0.0011	0.0061	-0.0225	0.0043	-10.0790	137204.0598	-1440.9412	-4360.1328
0.0158	0.2223	-0.6079	0.0335	-0.0073	-0.0058	0.0443	-0.0114	-0.0006	0.0002	-0.0130	-0.0051	218.6405	137364.5574	-1444.1530	-4362.3893
0.0158	0.2223	-0.6075	0.0334	-0.0072	-0.0058	0.0440	-0.0114	0.0074	0.0076	-0.0217	0.0008	247.4393	137157.0608	-1423.4750	-4355.0749
0.0157	0.2222	-0.6071	0.0332	-0.0073	-0.0057	0.0438	-0.0113	-0.0026	0.0063	-0.0241	0.0131	65.9276	137314.2144	-1421.7209	-4364.7910
0.0156	0.2221	-0.6066	0.0331	-0.0072	-0.0058	0.0437	-0.0113	0.0033	-0.0069	-0.0131	-0.0055	181.3477	137246.7489	-1412.8180	-4343.0400
0.0155	0.2221	-0.6061	0.0330	-0.0072	-0.0058	0.0434	-0.0112	0.0010	-0.0002	-0.0226	0.0099	134.2451	137417.5322	-1413.3070	-4354.1087
0.0155	0.2220	-0.6058	0.0329	-0.0072	-0.0057	0.0432	-0.0112	0.0068	0.0106	-0.0202	0.0034	169.9819	137359.6319	-1392.3677	-4379.6336
0.0154	0.2220	-0.6053	0.0328	-0.0071	-0.0057	0.0430	-0.0110	0.0019	-0.0014	-0.0275	0.0202	121.9153	137408.8207	-1397.2050	-4368.8138
0.0153	0.2219	-0.6049	0.0327	-0.0071	-0.0056	0.0428	-0.0111	0.0081	0.0085	-0.0158	-0.0060	152.1181	137342.9392	-1382.0289	-4357.4775
0.0153	0.2219	-0.6045	0.0326	-0.0071	-0.0057	0.0427	-0.0111	-0.0013	-0.0051	-0.0140	-0.0045	168.7164	137426.4281	-1377.5355	-4354.4122
0.0152	0.2218	-0.6040	0.0324	-0.0071	-0.0057	0.0424	-0.0110	0.0024	-0.0008	-0.0227	0.0113	131.6779	137194.1746	-1366.6180	-4347.8705
0.0151	0.2217	-0.6036	0.0323	-0.0071	-0.0056	0.0423	-0.0110	-0.0015	0.0044	-0.0172	-0.0003	208.1125	137428.2760	-1360.4446	-4383.0610
0.0150	0.2217	-0.6032	0.0322	-0.0070	-0.0056	0.0421	-0.0110	0.0040	-0.0002	-0.0179	-0.0055	188.8045	137325.6158	-1343.9609	-4392.2139
0.0150	0.2216	-0.6028	0.0321	-0.0070	-0.0055	0.0418	-0.0108	0.0058	0.0088	-0.0295	0.0194	377.8900	137426.3553	-1354.7712	-4363.4562
0.0149	0.2216	-0.6024	0.0320	-0.0070	-0.0056	0.0416	-0.0109	-0.0009	-0.0036	-0.0147	-0.0023	116.8132	137428.2963	-1343.4577	-4357.7577
0.0148	0.2215	-0.6019	0.0319	-0.0072	-0.0054	0.0413	-0.0108	-0.0245	0.0228	-0.0304	0.0098	200.6481	137400.9787	-1327.4849	-4379.6559
0.0148	0.2215	-0.6015	0.0318	-0.0069	-0.0055	0.0413	-0.0108	0.0273	-0.0104	-0.0047	-0.0078	184.5127	137523.5613	-1324.4343	-4384.5716
0.0147	0.2214	-0.6011	0.0317	-0.0070	-0.0053	0.0410	-0.0107	-0.0074	0.0166	-0.0305	0.0141	101.6053	137415.9010	-1325.2551	-4362.0583
0.0146	0.2214	-0.6007	0.0316	-0.0069	-0.0055	0.0409	-0.0107	0.0164	-0.0219	-0.0113	0.0038	109.1273	137595.0506	-1320.5035	-4367.5869
0.0146	0.2213	-0.6003	0.0315	-0.0068	-0.0055	0.0406	-0.0106	0.0031	0.0039	-0.0235	0.0062	126.8620	137499.3145	-1314.5849	-4350.1984
0.0145	0.2213	-0.5999	0.0314	-0.0069	-0.0054	0.0405	-0.0106	-0.0048	0.0088	-0.0164	-0.0015	211.4566	137463.0974	-1302.3428	-4360.7806
0.0144	0.2212	-0.5995	0.0313	-0.0068	-0.0054	0.0403	-0.0106	0.0053	-0.0030	-0.0199	0.0056	97.2582	137504.9309	-1300.3097	-4346.5625
0.0144	0.2211	-0.5991	0.0312	-0.0067	-0.0054	0.0401	-0.0106	0.0081	0.0031	-0.0156	-0.0027	165.5480	137349.6586	-1289.5196	-4359.5450
0.0143	0.2211	-0.5986	0.0310	-0.0067	-0.0052	0.0398	-0.0105	0.0014	0.0140	-0.0213	0.0049	202.7605	137613.3800	-1289.0905	-4348.8186
0.0142	0.2210	-0.5983	0.0310	-0.0067	-0.0053	0.0397	-0.0105	0.0073	-0.0149	-0.0199	0.0039	124.1704	137518.7453	-1271.8969	-4368.1890
0.0142	0.2210	-0.5979	0.0308	-0.0067	-0.0053	0.0395	-0.0104	-0.0052	0.0042	-0.0226	0.0138	132.6920	137484.5519	-1276.0577	-4346.3497
0.0141	0.2209	-0.5975	0.0307	-0.0066	-0.0053	0.0393	-0.0104	0.0092	-0.0050	-0.0146	-0.0033	257.8164	137474.7918	-1261.1123	-4358.3705
0.0140	0.2209	-0.5971	0.0306	-0.0066	-0.0052	0.0391	-0.0103	-0.0018	0.0105	-0.0244	0.0108	244.1311	137528.1261	-1257.0765	-4363.1117
0.0140	0.2208	-0.5967	0.0305	-0.0067	-0.0053	0.0389	-0.0103	-0.0002	-0.0060	-0.0159	0.0021	229.7869	137524.2296	-1234.5825	-4386.9810
0.0139	0.2208	-0.5962	0.0304	-0.0066	-0.0052	0.0387	-0.0103	0.0043	0.0067	-0.0163	-0.0017	157.6024	137647.1049	-1244.7107	-4356.5754
0.0138	0.2207	-0.5959	0.0303	-0.0067	-0.0053	0.0386	-0.0102	-0.0143	-0.0208	-0.0197	0.0091	19.5674	137561.9385	-1243.4617	-4367.1160
0.0138	0.2207	-0.5956	0.0302	-0.0065	-0.0052	0.0384	-0.0102	0.0207	0.0116	-0.0212	0.0035	72.7656	137556.0247	-1227.8200	-4354.0754
0.0137	0.2206	-0.5951	0.0301	-0.0065	-0.0051	0.0381	-0.0102	-0.0026	0.0064	-0.0159	0.0025	172.1393	137643.5949	-1225.0945	-4360.7651
0.0136	0.2206	-0.5947	0.0300	-0.0066	-0.0051	0.0380	-0.0101	-0.0110	-0.0010	-0.0145	0.0018	31.7041	137701.5988	-1220.2383	-4357.8542
0.0136	0.2205	-0.5944	0.0299	-0.0065	-0.0051	0.0378	-0.0101	0.0123	0.0012	-0.0237	0.0067	128.8532	137638.8014	-1210.3966	-4361.2730
0.0135	0.2205	-0.5940	0.0298	-0.0064	-0.0051	0.0376	-0.0101	0.0118	0.0064	-0.0206	0.0009	193.4399	137771.3121	-1209.0788	-4376.6194
0.0134	0.2204	-0.5937	0.0297	-0.0065	-0.0051	0.0375	-0.0100	-0.0084	-0.0061	-0.0107	0.0037	74.5673	137592.6120	-1198.8190	-4351.4529
0.0134	0.2204	-0.5932	0.0296	-0.0062	-0.0051	0.0372	-0.0100	0.0257	0.0039	-0.0243	0.0054	239.9394	137564.1516	-1174.3266	-4369.8923
0.0133	0.2203	-0.5929	0.0295	-0.0064	-0.0049	0.0371	-0.0100	-0.0333	0.0154	-0.0114	-0.0079	-20.7833	137767.9809	-1199.4234	-4336.1249
0.0132	0.2203	-0.5925	0.0294	-0.0064	-0.0049	0.0369	-0.0099	-0.0024	-0.0004	-0.0221	0.0101	170.8868	137769.8049	-1186.8308	-4351.1752
0.0132	0.2202	-0.5922	0.0293	-0.0065	-0.0049	0.0367	-0.0098	-0.0035	-0.0006	-0.0227	0.0145	117.3944	137717.6319	-1178.0425	-4372.7288
0.0131	0.2202	-0.5918	0.0292	-0.0064	-0.0049	0.0365	-0.0097	0.0058	0.0050	-0.0180	0.0042	127.8288	137681.8649	-1173.3449	-4356.3160
0.0130	0.2201	-0.5914	0.0291	-0.0059	-0.0049	0.0364	-0.0098	0.0459	-0.0004	-0.0124	-0.0031	89.1792	137737.7851	-1159.2858	-4379.5296
0.0130	0.2201	-0.5911	0.0290	-0.0063	-0.0049	0.0362	-0.0098	-0.0423	0.0032	-0.0214	0.0014	164.4690	137706.4035	-1157.2228	-4360.6093
0.0129	0.2200	-0.5907	0.0289	-0.0063	-0.0048	0.0359	-0.0097	-0.0037	0.0070	-0.0230	0.0115	180.6552	137918.0223	-1152.7716	-4365.4353
0.0129	0.2200	-0.5904	0.0288	-0.0066	-0.0048	0.0358	-0.0097	-0.0258	-0.0040	-0.0163	-0.0025	48.3630	137671.4069	-1133.7502	-4363.8603
0.0128	0.2199	-0.5900	0.0287	-0.0063	-0.0048	0.0356	-0.0097	0.0323	0.0012	-0.0153	0.0020	169.0803	137759.9334	-1135.7416	-4363.8108
0.0127	0.2199	-0.5897	0.0286	-0.0062	-0.0048	0.0354	-0.0095	0.0067	0.0048	-0.0242	0.0145	108.6017	137637.6845	-1124.9271	-4357.7880
0.0127	0.2198	-0.5893	0.0286	-0.0063	-0.0049	0.0353	-0.0097	-0.0055	-0.0107	-0.0074	-0.0156	209.4395	137774.8529	-1138.9648	-4349.9726
0.0126	0.2198	-0.5890	0.0285	-0.0062	-0.0048	0.0351	-0.0095	0.0082	0.0105	-0.0200	0.0149	188.0966	137658.7205	-1117.6421	-4347.0161
0.0125	0.2197	-0.5886	0.0284	-0.0061	-0.0047	0.0349	-0.0095	0.0047	0.0134	-0.0257	0.0068	167.3212	137827.0157	-1116.7370	-4352.3632
0.0125	0.2197	-0.5883	0.0283	-0.0061	-0.0046	0.0346	-0.0094	0.0025	0.0056	-0.0228	0.0104	211.0668	137747.5191	-1116.1880	-4351.5848
0.0124	0.2196	-0.5879	0.0282	-0.0061	-0.0047	0.0345	-0.0094	-0.0046	-0.0131	-0.0074	-0.0019	108.7587	137719.9014	-1115.7428	-4337.3542
0.0124	0.2196	-0.5876	0.0281	-0.0061	-0.0046	0.0343	-0.0093	0.0025	0.0123	-0.0228	0.0079	317.4298	137980.4650	-1110.0119	-4342.3267
0.0123	0.2195	-0.5872	0.0280	-0.0061	-0.0048	0.0342	-0.0095	0.0033	-0.0156	-0.0099	-0.0189	65.0464	137965.8661	-1095.1260	-4348.8808
0.0122	0.2195	-0.5869	0.0279	-0.0062	-0.0046	0.0341	-0.0094	-0.0115	0.0131	-0.0141	0.0121	192.8132	137861.8545	-1096.9226	-4345.0937
0.0122	0.2195	-0.5865	0.0278	-0.0060	-0.0046	0.0339	-0.0093	0.0169	0.0070	-0.0231	0.0051	124.1958	137962.3359	-1078.1562	-4370.1052
0.0121	0.2194	-0.5862	0.0277	-0.0060	-0.0045	0.0336	-0.0092	0.0028	0.0069	-0.0252	0.0124	38.9551	137846.6965	-1065.9865	-4369.4308
0.0121	0.2194	-0.5859	0.0276	-0.0060	-0.0047	0.0335	-0.0093	-0.0017	-0.0161	-0.0065	-0.0079	164.4148	137834.4399	-1081.3120	-4349.3475
0.0120	0.2193	-0.5855	0.0275	-0.0059	-0.0045	0.0334	-0.0093	0.0116	0.0146	-0.0171	0.0001	317.1748	137805.1925	-1055.6096	-4351.6357
0.0119	0.2193	-0.5852	0.0274	-0.0059	-0.0044	0.0331	-0.0090	-0.0019	0.0061	-0.0310	0.0239	216.4802	137833.0228	-1059.9435	-4357.7884
0.0119	0.2192	-0.5849	0.0273	-0.0060	-0.0044	0.0329	-0.0090	-0.0049	0.0039	-0.0116	-0.0011	112.2663	137871.7542	-1064.3847	-4329.6042
0.0118	0.2192	-0.5845	0.0272	-0.0059	-0.0044	0.0327	-0.0091	0.0052	-0.0028	-0.0174	-0.0077	231.3995	137945.2749	-1048.5508	-4367.5180
0.0118	0.2191	-0.5841	0.0271	-0.0058	-0.0043	0.0326	-0.0090	0.0087	0.0104	-0.0114	0.0066	166.1895	137995.5187	-1048.7477	-4355.7324
0.0117	0.2191	-0.5839	0.0271	-0.0059	-0.0044	0.0325	-0.0091	-0.0044	-0.0129	-0.0158	-0.0044	210.1386	137925.1299	-1037.4546	-4355.4751
0.0116	0.2190	-0.5835	0.0270	-0.0058	-0.0044	0.0323	-0.0089	0.0029	0.0059	-0.0220	0.0134	147.5015	137910.5487	-1035.8003	-4352.4699
0.0116	0.2190	-0.5832	0.0269	-0.0058	-0.0045	0.0321	-0.0088	0.0046	-0.0133	-0.0181	0.0128	122.0079	137934.3643	-1015.7076	-4370.6572
0.0115	0.2190	-0.5829	0.0268	-0.0059	-0.0044	0.0320	-0.0089	-0.0111	0.0115	-0.0116	-0.0118	137.1003	137843.2523	-1012.8715	-4357.8706
0.0115	0.2189	-0.5826	0.0267	-0.0058	-0.0043	0.0318	-0.0089	0.0095	0.0037	-0.0128	-0.0001	82.4782	137985.4088	-1018.9015	-4345.3918
0.0114	0.2189	-0.5823	0.0266	-0.0057	-0.0045	0.0316	-0.0089	0.0126	-0.0152	-0.0215	0.0045	258.6886	137846.6380	-1016.0912	-4342.1593
0.0114	0.2188	-0.5820	0.0265	-0.0058	-0.0044	0.0315	-0.0088	-0.0122	0.0028	-0.0171	0.0118	99.1985	137955.6613	-1003.4802	-4353.9128
0.0113	0.2188	-0.5817	0.0264	-0.0057	-0.0043	0.0313	-0.0088	0.0088	0.0175	-0.0153	-0.0008	42.7314	137980.0278	-1007.9357	-4334.2475
0.0112	0.2187	-0.5813	0.0264	-0.0057	-0.0043	0.0311	-0.0088	-0.0008	-0.0006	-0.0178	-0.0001	156.7843	138063.9494	-1003.4224	-4337.6537
0.0112	0.2187	-0.5810	0.0263	-0.0056	-0.0042	0.0310	-0.0089	0.0072	0.0048	-0.0077	-0.0089	194.0533	138106.9796	-998.8611	-4340.9056
0.0111	0.2187	-0.5807	0.0262	-0.0057	-0.0042	0.0307	-0.0086	-0.0030	0.0081	-0.0401	0.0378	167.0788	137929.5312	-985.5361	-4349.6891
0.0111	0.2186	-0.5804	0.0261	-0.0056	-0.0042	0.0306	-0.0086	0.0017	-0.0018	-0.0113	-0.0023	100.0344	138075.6051	-985.5863	-4344.4890
0.0110	0.2186	-0.5801	0.0260	-0.0056	-0.0043	0.0305	-0.0086	0.0006	-0.0136	-0.0112	-0.0026	242.1842	138068.5510	-975.4556	-4350.4254
0.0110	0.2185	-0.5798	0.0259	-0.0056	-0.0041	0.0303	-0.0086	0.0045	0.0194	-0.0214	0.0048	10.6422	137980.9306	-971.4909	-4342.0429
0.0109	0.2185	-0.5795	0.0258	-0.0055	-0.0041	0.0303	-0.0088	0.0108	0.0064	0.0026	-0.0163	67.9521	137922.1042	-967.1187	-4339.2822
0.0108	0.2185	-0.5792	0.0258	-0.0056	-0.0042	0.0301	-0.0087	-0.0115	-0.0188	-0.0219	0.0075	203.1921	138108.6225	-977.4304	-4332.4466
0.0108	0.2184	-0.5789	0.0257	-0.0055	-0.0042	0.0298	-0.0085	0.0056	0.0069	-0.0295	0.0205	55.4324	138001.5168	-966.0833	-4330.2713
0.0107	0.2184	-0.5786	0.0256	-0.0056	-0.0041	0.0297	-0.0085	-0.0033	0.0114	-0.0107	-0.0035	333.3691	138137.0122	-952.9051	-4358.9119
0.0107	0.2183	-0.5783	0.0255	-0.0056	-0.0040	0.0294	-0.0084	0.0001	0.0043	-0.0278	0.0141	132.8758	138077.2963	-948.1905	-4349.4791
0.0106	0.2183	-0.5780	0.0254	-0.0054	-0.0040	0.0293	-0.0085	0.0142	0.0023	-0.0080	-0.0115	116.2268	138029.8353	-940.4062	-4344.3872
0.0106	0.2183	-0.5777	0.0253	-0.0055	-0.0040	0.0291	-0.0084	-0.0050	-0.0041	-0.0176	0.0096	111.7883	138213.9824	-942.9896	-4335.5596
0.0105	0.2182	-0.5774	0.0252	-0.0054	-0.0040	0.0289	-0.0083	0.0072	0.0019	-0.0179	0.0093	68.9344	138119.2695	-930.6278	-4356.4975
0.0105	0.2182	-0.5772	0.0252	-0.0054	-0.0040	0.0289	-0.0083	-0.0026	-0.0025	-0.0096	-0.0041	83.3322	138125.3574	-935.0755	-4334.1021
0.0104	0.2181	-0.5769	0.0251	-0.0055	-0.0041	0.0289	-0.0084	-0.0040	-0.0106	0.0037	-0.0086	170.9114	138091.3292	-926.3402	-4334.2079
0.0104	0.2181	-0.5766	0.0250	-0.0054	-0.0039	0.0285	-0.0082	0.0009	0.0236	-0.0373	0.0181	-74.2896	138078.9857	-919.5464	-4348.7393
0.0103	0.2181	-0.5763	0.0249	-0.0055	-0.0039	0.0284	-0.0081	-0.0047	-0.0035	-0.0167	0.0098	124.9115	137999.6095	-897.6960	-4352.4322
0.0102	0.2180	-0.5760	0.0248	-0.0053	-0.0039	0.0282	-0.0082	0.0167	0.0023	-0.0120	-0.0110	71.1951	138093.4404	-891.2444	-4357.4741
0.0102	0.2180	-0.5757	0.0248	-0.0054	-0.0037	0.0280	-0.0080	-0.0082	0.0180	-0.0208	0.0203	197.9006	138025.2745	-892.6990	-4362.5434
0.0101	0.2179	-0.5754	0.0247	-0.0053	-0.0038	0.0278	-0.0080	0.0113	-0.0052	-0.0154	-0.0020	71.0599	138089.6881	-884.5589	-4364.4215
0.0101	0.2179	-0.5751	0.0246	-0.0052	-0.0038	0.0277	-0.0080	0.0071	0.0002	-0.0141	0.0041	242.7392	138126.6825	-895.2574	-4349.9662
0.0100	0.2179	-0.5749	0.0245	-0.0053	-0.0038	0.0276	-0.0080	-0.0148	0.0012	-0.0077	-0.0046	94.6537	138134.3890	-893.9273	-4343.2379
0.0100	0.2178	-0.5746	0.0244	-0.0055	-0.0038	0.0275	-0.0081	-0.0163	-0.0012	-0.0121	-0.0096	153.3627	138098.6114	-889.4853	-4348.6071
0.0099	0.2178	-0.5743	0.0243	-0.0053	-0.0038	0.0273	-0.0080	0.0179	0.0023	-0.0207	0.0135	58.6366	138262.8611	-876.6034	-4340.0957
0.0099	0.2177	-0.5740	0.0243	-0.0053	-0.0037	0.0272	-0.0080	-0.0004	0.0050	-0.0119	-0.0025	141.5688	138146.0813	-878.6091	-4341.6297
0.0098	0.2177	-0.5738	0.0242	-0.0052	-0.0037	0.0269	-0.0079	0.0113	0.0040	-0.0243	0.0112	95.9508	138129.5642	-862.3133	-4356.8426
0.0098	0.2177	-0.5735	0.0241	-0.0052	-0.0040	0.0269	-0.0080	-0.0018	-0.0266	-0.0020	-0.0109	82.3909	138148.2620	-864.0217	-4337.0125
0.0097	0.2176	-0.5733	0.0240	-0.0052	-0.0037	0.0267	-0.0079	-0.0004	0.0243	-0.0189	0.0121	111.9834	138158.6077	-855.8707	-4361.8736
0.0097	0.2176	-0.5730	0.0240	-0.0052	-0.0036	0.0265	-0.0078	0.0029	0.0067	-0.0197	0.0122	46.6313	138281.0986	-861.3690	-4357.2927
0.0096	0.2176	-0.5727	0.0239	-0.0041	-0.0037	0.0265	-0.0079	0.1067	-0.0036	-0.0090	-0.0117	82.9811	138152.2432	-856.9715	-4328.3294
0.0096	0.2175	-0.5725	0.0238	-0.0053	-0.0037	0.0263	-0.0078	-0.0972	-0.0022	-0.0159	0.0122	225.6725	138209.3808	-854.0756	-4346.7351
0.0095	0.2175	-0.5722	0.0237	-0.0051	-0.0037	0.0262	-0.0079	0.0216	0.0069	-0.0129	-0.0174	155.4883	138175.5649	-848.3537	-4343.5667
0.0095	0.2175	-0.5720	0.0236	-0.0051	-0.0036	0.0260	-0.0077	-0.0013	0.0022	-0.0205	0.0183	168.9385	138266.5139	-842.5403	-4347.0662
0.0094	0.2174	-0.5717	0.0236	-0.0051	-0.0037	0.0259	-0.0077	-0.0020	-0.0065	-0.0086	-0.0033	211.4099	138221.6840	-839.1929	-4342.1681
0.0094	0.2174	-0.5714	0.0235	-0.0050	-0.0036	0.0257	-0.0077	0.0090	0.0142	-0.0194	0.0055	100.2284	138254.3168	-836.2251	-4341.6027
0.0093	0.2173	-0.5712	0.0234	-0.0052	-0.0035	0.0256	-0.0076	-0.0112	0.0056	-0.0117	0.0046	230.6505	138391.4339	-826.4162	-4351.7629
0.0093	0.2173	-0.5709	0.0233	-0.0050	-0.0033	0.0253	-0.0076	0.0098	0.0123	-0.0178	0.0041	149.6750	138326.0212	-821.5202	-4357.5504
0.0092	0.2173	-0.5707	0.0233	-0.0051	-0.0035	0.0252	-0.0077	-0.0148	-0.0301	-0.0113	-0.0174	132.6681	138304.9900	-824.1732	-4344.4208
0.0092	0.2172	-0.5704	0.0232	-0.0050	-0.0036	0.0251	-0.0076	0.0055	-0.0098	-0.0088	0.0063	84.7372	138307.0571	-825.0633	-4348.9038
0.0091	0.2172	-0.5702	0.0231	-0.0050	-0.0034	0.0249	-0.0075	-0.0008	0.0122	-0.0212	0.0096	107.0481	138312.2664	-811.7932	-4347.6211
0.0091	0.2172	-0.5699	0.0230	-0.0049	-0.0035	0.0248	-0.0074	0.0105	-0.0015	-0.0177	0.0059	14.2303	138352.3754	-809.8309	-4344.6111
0.0090	0.2171	-0.5697	0.0230	-0.0050	-0.0034	0.0247	-0.0075	-0.0079	0.0035	-0.0101	-0.0038	150.4804	138340.0187	-808.3294	-4334.8736
0.0090	0.2171	-0.5694	0.0229	-0.0048	-0.0035	0.0245	-0.0074	0.0170	-0.0068	-0.0185	0.0054	98.3575	138073.5532	-787.6966	-4349.6016
0.0089	0.2171	-0.5692	0.0228	-0.0049	-0.0034	0.0243	-0.0075	-0.0106	0.0110	-0.0123	-0.0020	176.0316	138242.5898	-795.1931	-4333.4013
0.0089	0.2170	-0.5689	0.0227	-0.0049	-0.0033	0.0242	-0.0074	0.0015	0.0032	-0.0124	0.0023	177.8445	138403.4641	-805.6242	-4323.5146
0.0088	0.2170	-0.5687	0.0227	-0.0049	-0.0034	0.0241	-0.0074	0.0033	-0.0041	-0.0118	0.0039	55.2836	138463.0491	-791.7972	-4354.1495
0.0088	0.2170	-0.5685	0.0226	-0.0049	-0.0033	0.0240	-0.0074	-0.0021	0.0112	-0.0135	-0.0017	96.2847	138278.3519	-774.6553	-4338.9693
0.0087	0.2169	-0.5682	0.0225	-0.0049	-0.0032	0.0238	-0.0073	0.0039	0.0048	-0.0172	0.0131	168.2808	138367.5427	-772.0162	-4370.9402
0.0087	0.2169	-0.5680	0.0224	-0.0049	-0.0033	0.0237	-0.0072	-0.0020	-0.0071	-0.0116	0.0038	127.3224	138361.4176	-777.2071	-4350.0797
0.0086	0.2169	-0.5677	0.0224	-0.0047	-0.0033	0.0234	-0.0072	0.0163	0.0005	-0.0242	0.0060	101.8788	138315.9123	-769.0164	-4347.8178
0.0086	0.2168	-0.5675	0.0223	-0.0049	-0.0032	0.0233	-0.0072	-0.0133	0.0082	-0.0105	0.0000	41.4712	138379.5256	-759.6764	-4346.2205
0.0085	0.2168	-0.5673	0.0222	-0.0047	-0.0032	0.0232	-0.0072	0.0133	0.0034	-0.0112	0.0006	96.1077	138318.2106	-763.1670	-4335.1239
0.0085	0.2168	-0.5670	0.0222	-0.0047	-0.0033	0.0231	-0.0072	-0.0012	-0.0087	-0.0076	-0.0053	139.8696	138369.5077	-770.3513	-4328.5575
0.0084	0.2167	-0.5667	0.0221	-0.0047	-0.0031	0.0229	-0.0072	0.0003	0.0129	-0.0158	0.0026	215.1799	138340.4603	-742.6826	-4355.2886
0.0084	0.2167	-0.5666	0.0220	-0.0047	-0.0032	0.0229	-0.0072	0.0064	-0.0327	-0.0064	-0.0098	107.9598	138336.2607	-757.0978	-4308.6673
0.0083	0.2167	-0.5664	0.0219	-0.0047	-0.0032	0.0227	-0.0070	-0.0027	0.0066	-0.0169	0.0254	181.0145	138439.1635	-764.6212	-4332.4657
0.0083	0.2166	-0.5661	0.0219	-0.0046	-0.0032	0.0225	-0.0071	0.0090	0.0027	-0.0161	-0.0097	172.7428	138257.4065	-731.4034	-4367.0586
0.0082	0.2166	-0.5659	0.0218	-0.0046	-0.0031	0.0224	-0.0070	0.0018	0.0086	-0.0147	0.0069	98.1053	138434.4515	-753.7187	-4331.6312
0.0082	0.2166	-0.5657	0.0217	-0.0047	-0.0031	0.0223	-0.0070	-0.0029	-0.0007	-0.0123	0.0014	103.3801	138357.7088	-733.0459	-4342.3412
0.0081	0.2166	-0.5655	0.0217	-0.0044	-0.0032	0.0222	-0.0069	0.0284	-0.0121	-0.0032	0.0047	294.4554	138463.3658	-738.1408	-4338.7903
0.0081	0.2165	-0.5652	0.0216	-0.0046	-0.0031	0.0220	-0.0069	-0.0185	0.0068	-0.0235	0.0051	-199.2835	138420.1242	-739.2527	-4322.2879
0.0080	0.2165	-0.5650	0.0215	-0.0046	-0.0031	0.0219	-0.0070	-0.0060	0.0077	-0.0070	-0.0137	135.5036	138421.2786	-718.9045	-4350.6834
0.0080	0.2165	-0.5648	0.0215	-0.0046	-0.0031	0.0218	-0.0068	0.0012	-0.0079	-0.0162	0.0187	169.0362	138331.4395	-725.2582	-4338.8617
0.0080	0.2164	-0.5646	0.0214	-0.0047	-0.0029	0.0216	-0.0069	-0.0077	0.0240	-0.0147	-0.0066	34.9778	138421.1346	-709.4780	-4340.8326
0.0079	0.2164	-0.5644	0.0213	-0.0046	-0.0030	0.0216	-0.0069	0.0074	-0.0099	-0.0049	0.0012	168.1250	138470.1809	-723.9958	-4336.2697
0.0079	0.2164	-0.5642	0.0213	-0.0046	-0.0030	0.0214	-0.0069	0.0044	-0.0011	-0.0151	0.0008	101.7597	138373.9708	-701.4758	-4345.8945
0.0078	0.2163	-0.5638	0.0211	-0.0046	-0.0029	0.0212	-0.0068	-0.0001	0.0054	-0.0146	0.0047	151.6176	138438.8964	-699.8023	-4348.1284
0.0078	0.2163	-0.5637	0.0211	-0.0045	-0.0029	0.0211	-0.0069	0.0070	-0.0024	-0.0123	-0.0234	176.8441	138433.6854	-709.7293	-4326.4119
0.0077	0.2163	-0.5635	0.0210	-0.0045	-0.0031	0.0211	-0.0068	0.0031	-0.0136	-0.0067	0.0075	271.1817	138438.3075	-708.0258	-4310.3245
0.0077	0.2162	-0.5633	0.0210	-0.0044	-0.0029	0.0210	-0.0069	0.0130	0.0178	-0.0121	-0.0113	84.4635	138349.7682	-690.4544	-4353.3726
0.0076	0.2162	-0.5631	0.0209	-0.0045	-0.0028	0.0207	-0.0067	-0.0099	0.0047	-0.0236	0.0247	84.9906	138502.5368	-693.6364	-4340.8554
0.0076	0.2162	-0.5628	0.0208	-0.0044	-0.0029	0.0206	-0.0067	0.0049	-0.0018	-0.0108	-0.0004	192.3955	138436.7156	-679.0254	-4358.2345
0.0075	0.2162	-0.5627	0.0208	-0.0044	-0.0029	0.0205	-0.0067	0.0015	-0.0088	-0.0058	0.0012	148.9915	138490.5328	-702.3153	-4307.4909
0.0075	0.2161	-0.5625	0.0207	-0.0044	-0.0028	0.0204	-0.0066	-0.0009	0.0083	-0.0139	0.0061	192.7898	138339.1001	-668.1586	-4358.2494
0.0075	0.2161	-0.5623	0.0206	-0.0044	-0.0028	0.0203	-0.0066	0.0019	-0.0008	-0.0152	0.0054	158.6430	138500.9358	-680.9382	-4338.1754
0.0074	0.2161	-0.5621	0.0206	-0.0044	-0.0029	0.0202	-0.0066	-0.0032	-0.0022	-0.0081	-0.0055	68.1578	138534.6355	-675.0911	-4337.1269
0.0074	0.2160	-0.5619	0.0205	-0.0044	-0.0028	0.0200	-0.0065	0.0048	0.0109	-0.0191	0.0145	141.2688	138445.0332	-667.1422	-4347.0544
0.0073	0.2160	-0.5617	0.0204	-0.0044	-0.0028	0.0199	-0.0065	-0.0065	-0.0062	-0.0085	-0.0042	188.0805	138443.9726	-669.9035	-4350.7100
0.0073	0.2160	-0.5615	0.0204	-0.0043	-0.0028	0.0197	-0.0065	0.0121	-0.0005	-0.0152	0.0034	121.9115	138386.6050	-671.6780	-4323.1833
0.0072	0.2160	-0.5613	0.0203	-0.0044	-0.0028	0.0197	-0.0065	-0.0039	0.0043	-0.0023	-0.0011	118.8582	138530.6674	-671.9900	-4323.3911
